FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId
AHRC,AH/M003299/1,Open University,Physical Sciences,Research Grant,Grady,Monica,Mary,http://orcid.org/0000-0002-4055-533X,,,,,Iron from the sky: The Science and Culture of Iron in Ancient Egypt,01/10/2014,31/01/2016,48396,,,Closed,Archaeology of Literate Soc.,Materials Characterisation,Prehistoric Archaeology,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=AH/M003299/1,F8BEA958-C1DB-4C17-8688-37B10281D5CD,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24,9452D1BB-F0DD-4D90-BC9C-521ED5F55754
AHRC,AH/L006979/1,Bournemouth University,Faculty of Science and Technology,Research Grant,Maltby,Mark,,,,,,,Cultural and Scientific Perceptions of Human-Chicken Interactions,06/01/2014,05/06/2017,1576505,,,Closed,Archaeology of Literate Soc.,Evolution & populations,Prehistoric Archaeology,Science-Based Archaeology,Social Anthropology,,https://gtr.ukri.org:443/projects?ref=AH/L006979/1,FD55332A-66EF-430A-B362-0ABAD1A1D414,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,C0088682-E757-4D2A-BA97-C2D411DDCFFB,212F96E5-3D5C-4D0E-AE16-92CABC2B02B3
AHRC,AH/J013536/1,University of Cambridge,Archaeology & Anthropology,Research Grant,Lewis,Carenza,,,,,,,Cambridge Collaborations for Community Heritage,01/02/2012,31/12/2012,19946,,,Closed,Archaeology of Literate Soc.,Industrial Archaeology,Landscape & Environ. Archaeol.,Prehistoric Archaeology,,,https://gtr.ukri.org:443/projects?ref=AH/J013536/1,FECB06C5-5D92-429F-A111-DBC736717C2E,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D1774113-D5D2-4B7C-A412-66A90FE4B96F,A076CDCC-8A05-4CA7-A35B-9F1E10A8AC4A
AHRC,AH/J013374/1,University of Ulster,Sch of Environmental Sciences,Research Grant,Breen,Colin,Patrick,,,,,,Community-led Heritage Knowledge Co-Production for Sustainable Development: community archaeology in Ulster and the Western Isles of Scotland,01/02/2012,31/10/2012,18990,,,Closed,Cultural Geography,Human Geography,Landscape & Environ. Archaeol.,Maritime Archaeology,,,https://gtr.ukri.org:443/projects?ref=AH/J013374/1,4BB111D7-A810-4A01-9F9E-128760677D34,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,245EB81A-808F-4697-BAED-263C20266B74,9AAF2D62-663F-4C65-9508-9E53AB499CA6
NERC,NE/D000963/2,University of Southampton,Unlisted,Research Grant,Dearing,John Alfred,,,,,,,"Modelling soil magnetism for defence, humanitarian and environmental purposes.",01/10/2007,28/02/2009,65207,,,Closed,Properties Of Earth Materials,Quaternary Science,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/D000963/2,2EE96926-8FF4-4507-B430-5197A15ED27D,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,30A429E3-83B7-4E41-99C0-14A144F07DFE,7D104127-897B-4846-89CF-F3A1EA2DF112
AHRC,AH/R003556/1,Durham University,Archaeology,Research Grant,Cramp,Rosemary,Jean,,,,,,Worked in Stone: Completing the Corpus of Anglo-Saxon Stone Sculpture,01/02/2018,31/01/2022,765405,,,Active,Archaeology of Literate Soc.,Art History,Economic & Social History,,,,https://gtr.ukri.org:443/projects?ref=AH/R003556/1,895667D9-3B24-46C5-8D26-131EDE89D05F,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46B41008-0EB4-4E28-BBFB-E98366999EC5,9620DE5E-0587-4B91-93C6-F3ACE3AA69F0
AHRC,AH/K00607X/1,University of Huddersfield,Sch of Music Humanities & Media,Research Grant,Till,Rupert,,,,,,,Songs of the Caves: acoustics and prehistoric art in Cantabrian caves,01/02/2013,31/03/2014,80408,,,Closed,Analytical Science,History Of Music,Music & Acoustic Technology,Prehistoric Archaeology,,,https://gtr.ukri.org:443/projects?ref=AH/K00607X/1,F6E2B372-A47B-4756-AD23-31F3E2F43F26,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,DC934AED-9432-4385-AEAF-006EA2369001,D07C30FD-9A78-48EF-BCCA-EBEC365D3739
AHRC,AH/P006841/1,University of York,Archaeology,Research Grant,McClain,Aleksandra,Noel,,,,,,Archaeologies of the Norman Conquest,01/05/2017,31/03/2019,30069,,,Closed,Archaeology of Literate Soc.,Economic & Social History,Heritage Management,Landscape & Environ. Archaeol.,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/P006841/1,078C6A5C-DD02-4B94-8D1D-D4A666700C06,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,8319F78A-DCBD-49F6-BE00-78E1CD75CDA9,F3F304C4-28C8-4150-9159-40236AF8D9D2
AHRC,119471/1,University of Nottingham,School of English,Research Grant,Jesch,Judith,,,,,,,Viking identities networks,01/04/2006,31/03/2009,19905,,,Closed,Archaeology of Literate Soc.,Cultural History,Medieval Literature,,,,https://gtr.ukri.org:443/projects?ref=119471/1,CBB46E8C-3A79-492A-91CC-250FDFB54325,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,936D002F-A8D1-4A93-AE5D-825ED0903D8D,D950FE34-BF98-4C86-BE51-8DB5010C31B9
AHRC,AH/E504205/1,Durham University,Archaeology,Research Grant,Hingley,Richard,,,,,,,Recovering Roman Britain: researches and readings,01/01/2007,02/04/2007,18003,,,Closed,Archaeological Theory,Archaeology of Literate Soc.,Classical Reception,,,,https://gtr.ukri.org:443/projects?ref=AH/E504205/1,5A7ED0B8-C56E-4D93-94C5-1ECA5D104E7C,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46B41008-0EB4-4E28-BBFB-E98366999EC5,792F6484-CBDA-4105-A38E-E822619DC848
AHRC,AH/J013595/1,Durham University,Archaeology,Research Grant,Petts,David,Andrew,,,,,,North-Eastern Heritage Partnership,14/02/2012,13/01/2013,17278,,,Closed,Archaeology of Literate Soc.,Cultural History,Economic & Social History,,,,https://gtr.ukri.org:443/projects?ref=AH/J013595/1,D78A9D57-E328-4F5E-8EB9-086F9E416D99,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46B41008-0EB4-4E28-BBFB-E98366999EC5,B7D79863-20EF-46D8-84FD-14375452D6B3
AHRC,AH/I025948/1,De Montfort University,School of Arts,Research Grant,Lambourn,Elizabeth,,http://orcid.org/0000-0002-7815-8081,,,,,"A Persian church in the land of pepper - routes, networks and communities in the early medieval Indian Ocean",01/12/2011,15/11/2013,35974,,,Closed,Archaeology of Literate Soc.,Cultural History,Inter-faith Relations,,,,https://gtr.ukri.org:443/projects?ref=AH/I025948/1,C0409FE9-BBC4-4957-B409-1B20F666FDB9,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,DF259B19-FD17-4588-BFEF-AD08F1193451,C5A32573-B0CF-4768-B4D8-6EA5FF1002C0
AHRC,AH/H039902/1,University of East Anglia,"Art, Media and American Studies",Fellowship,Riggs,Christina,,,,,,,"The Wrapped Body: Linen, Concealment, and Mummification in Ancient Egypt",01/01/2011,30/06/2011,36555,,,Closed,Archaeology of Literate Soc.,Art History,Museum & Gallery Studies,,,,https://gtr.ukri.org:443/projects?ref=AH/H039902/1,51474162-28E4-40E0-9854-17D059EC7585,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7,A5102E77-2138-4B65-8479-F26F68B9D17D
AHRC,AH/E502784/1,Newcastle University,Historical Studies,Research Grant,Crow,James,,,,,,,Unlocking Historic Landscapes in the Eastern Mediterranean,02/10/2006,01/10/2007,73238,,,Closed,Archaeology of Literate Soc.,Cultural History,Landscape & Environ. Archaeol.,,,,https://gtr.ukri.org:443/projects?ref=AH/E502784/1,377EE8B7-DE3E-431C-A4F5-C83F1E31AB78,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,5E2B04DD-4A03-45ED-9892-61C5CCB8AC68,A69F78BB-AB79-42E5-AFA0-0D733E2B2EF3
AHRC,AH/N006151/1,Durham University,Archaeology,Research Grant,Hingley,Richard,,,,,,,Iron Age and Roman Heritage: exploring ancient identities in modern Britain (IA&amp;RH),01/07/2016,27/11/2019,689801,,,Active,Archaeological Theory,Archaeology of Literate Soc.,Classical Reception,Heritage Management,Prehistoric Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/N006151/1,EBCE1AC3-D3BD-4A61-91B8-0B3DDB06D471,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46B41008-0EB4-4E28-BBFB-E98366999EC5,792F6484-CBDA-4105-A38E-E822619DC848
AHRC,AH/K007602/1,University College London,Institute of Archaeology,Research Grant,Lockyear,Kris,,,,,,,Sensing the late Iron Age and Roman Past: geophysics and the landscape of Hertfordshire.,01/02/2013,31/01/2014,66733,,,Closed,Archaeology of Literate Soc.,Earth & environmental,Landscape & Environ. Archaeol.,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=AH/K007602/1,4F555068-E5BE-477B-B82A-121EEACF348D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,3A5E126D-C175-4730-9B7B-E6D8CF447F83,338768DD-23BD-4B8F-B78A-7B1EE91FFE4F
AHRC,AH/T012692/1,University College London,Institute of Archaeology,Research Grant,Fenwick,Corisande,,,,,,,"ISLAMAFR: Conquest, Ecology and Economy in Islamic North Africa: The Example of the Central Medjerda Valley",01/02/2020,31/01/2023,284560,,,Active,Archaeology of Literate Soc.,Cartography and GIS,Environmental Geography,Landscape & Environ. Archaeol.,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/T012692/1,E5FBD535-0DF5-41B8-805F-6A6B6379AA99,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,3A5E126D-C175-4730-9B7B-E6D8CF447F83,95A6B162-1563-4F87-AC3E-927076477348
AHRC,AH/P009018/1,University of Nottingham,Archaeology,Research Grant,Sykes,Naomi,,,,,,,"Going Places: Empowering Women, Enhancing Heritage and Increasing Chicken Production in Ethiopia",01/11/2016,30/06/2017,224960,,,Closed,Archaeology of Literate Soc.,GCRF,Heritage Management,Livestock production,Palaeobiology,Science-Based Archaeology,https://gtr.ukri.org:443/projects?ref=AH/P009018/1,7A2D78BA-60ED-41A7-9A10-D4F7BA1941BC,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,936D002F-A8D1-4A93-AE5D-825ED0903D8D,E0CD9066-8EAE-46DA-A657-76F18A764F3B
AHRC,AH/K007262/1,University of Southampton,Faculty of Humanities,Research Grant,Earl,Graeme,Peter,http://orcid.org/0000-0001-9077-4605,,,,,The RTI FoF: Reflectance Transformation Imaging Follow-on Funding project,01/08/2013,01/10/2015,95699,,,Closed,Analytical Science,Archaeology of Literate Soc.,Asiatic & Oriental Studies,Information & Knowledge Mgmt,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/K007262/1,BE724130-7B34-4C6E-944E-94FE252C8901,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,30A429E3-83B7-4E41-99C0-14A144F07DFE,B7E59F38-CF3E-4207-810D-6CEDDB9E10AB
AHRC,AH/I022228/1,University College London,Institute of Archaeology,Fellowship,Martinon-Torres,Marcos,,,,,,,The archaeology of alchemy and chemistry in the early modern world,13/06/2011,31/12/2011,74975,,,Closed,History of Sci./Med./Technol.,Science-Based Archaeology,,,,,https://gtr.ukri.org:443/projects?ref=AH/I022228/1,A340A53B-67C0-401E-901A-31560C73E6A1,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,3A5E126D-C175-4730-9B7B-E6D8CF447F83,866D9868-403F-406F-B634-FAD03FF5810E
AHRC,AH/K007858/1,University of Cambridge,Archaeology & Anthropology,Research Grant,Lewis,Carenza,,,,,,,Cambridge Community Heritage Phase Two,01/02/2013,31/12/2013,71227,,,Closed,Archaeology of Literate Soc.,Economic & Social History,Heritage Management,,,,https://gtr.ukri.org:443/projects?ref=AH/K007858/1,E89A6C96-55A7-40C0-A403-811939D78D06,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D1774113-D5D2-4B7C-A412-66A90FE4B96F,A076CDCC-8A05-4CA7-A35B-9F1E10A8AC4A
AHRC,113086/1,University of Nottingham,Archaeology,Research Grant,Poulter,Andrew,,,,,,,The Transition to Late Antiquity: excavation at Dichin and intensive field survey in nothern Bulgaria,16/02/2006,15/06/2006,14013,,,Closed,Archaeology of Literate Soc.,Classical Literature,Landscape & Environ. Archaeol.,,,,https://gtr.ukri.org:443/projects?ref=113086/1,D1FFEB44-014D-4EAA-B4C1-3E2FC93F222D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,936D002F-A8D1-4A93-AE5D-825ED0903D8D,F94F3712-8367-4BF3-B6F9-384252B0F856
AHRC,AH/F018525/1,University of East Anglia,World Art Studies and Museology,Research Grant,Dell,Simon,,,,,,,Icon? Art and Belief in Norfolk,01/02/2009,31/03/2011,318171,,,Closed,Archaeology of Literate Soc.,Art History,Museum & Gallery Studies,,,,https://gtr.ukri.org:443/projects?ref=AH/F018525/1,C55CA1B4-CA2C-46DC-A1B8-807DBCB6DFE9,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7,93FCB5F1-5601-4D0A-AA9F-1602AE56A551
AHRC,AH/F016581/1,University College London,History,Research Grant,Radner,Karen,,,,,,,Mechanisms of communication in an ancient empire: The correspondence between the king of Assyria and his magnates in the 8th century BC,01/10/2008,31/03/2013,439914,,,Closed,Archaeology of Literate Soc.,Cultural History,Semantics & Pragmatics,,,,https://gtr.ukri.org:443/projects?ref=AH/F016581/1,CFE659BD-886E-459B-8387-D9219CD249CB,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,3A5E126D-C175-4730-9B7B-E6D8CF447F83,8084F886-99C3-48FA-A8E4-C4442360373D
NERC,NE/D000963/1,University of Liverpool,Geography,Research Grant,Dearing,John Alfred,,,,,,,"Modelling soil magnetism for defence, humanitarian and environmental purposes.",01/03/2006,30/09/2007,167157,,,Closed,Properties Of Earth Materials,Quaternary Science,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=NE/D000963/1,CB5695A8-BB5F-4433-BA37-FB0D89BF3246,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,7D104127-897B-4846-89CF-F3A1EA2DF112
AHRC,AH/E504515/1,Newcastle University,"Sch of History, Classics and Archaeology",Research Grant,Ashley,Scott,,,,,,,The Vikings and their World: A Global History,01/02/2007,31/05/2007,21288,,,Closed,Archaeology of Literate Soc.,Economic & Social History,Medieval Literature,,,,https://gtr.ukri.org:443/projects?ref=AH/E504515/1,CDF97EC7-B564-40B6-AA12-E2BF901B2E87,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,5E2B04DD-4A03-45ED-9892-61C5CCB8AC68,A81073D0-7DB8-42CC-AEA7-F2A51B873B40
AHRC,AH/K007173/1,University of Oxford,Classics Faculty,Research Grant,Bowman,Alan,Keir,,,,,,Corpus of Inscriptions of Ptolemaic Egypt,01/10/2013,30/09/2016,347643,,,Closed,Archaeology of Literate Soc.,Cultural History,Epigraphy & Papyrology,Political History,,,https://gtr.ukri.org:443/projects?ref=AH/K007173/1,02AF2D3D-AEEE-4D7B-BEBC-F078FA22EF30,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,B49CFEE2-4427-4332-8AA8-F4E901EE10D7
AHRC,AH/P008704/1,University of Kent,Sch of European Culture and Languages,Research Grant,Swift,Ellen,Victoria,http://orcid.org/0000-0003-3545-0821,,,,,Roman and Late Antique Artefacts from Egypt: Understanding Society and Culture,01/06/2017,31/05/2019,305252,,,Closed,Archaeology of Literate Soc.,Economic & Social History,Epigraphy & Papyrology,,,,https://gtr.ukri.org:443/projects?ref=AH/P008704/1,9C201AEE-BA0B-4E7C-9ACB-67F4F5D57CCC,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,C6D0044A-2CD2-4167-B90B-922AF53E361F,A9266374-65C7-4D64-8EC3-780B5FCF2CC5
AHRC,AH/N001710/1,Roehampton University,English and Creative Writing,Research Grant,Kesson,Andy,,http://orcid.org/0000-0003-3612-3355,,,,,Before Shakespeare: The Beginnings of London Commercial Theatre,31/03/2016,30/03/2018,174702,,,Closed,Archaeology of Literate Soc.,Dramaturgy,English Language & Literature,,,,https://gtr.ukri.org:443/projects?ref=AH/N001710/1,D39FB57B-E8B6-44C3-AFAB-949B78AFFE8D,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,0107329B-F086-4C36-8652-5AF6752EC6DC,8F41B223-0251-4CFA-AE26-43D9A98FADA6
AHRC,119412/1,University of Bath,Architecture and Civil Engineering,Research Grant,Wilson Jones,Mark,,,,,,,The early development and formal definition of the Ionic capital,01/08/2006,30/11/2008,99468,,,Closed,Archaeology of Literate Soc.,Architecture HTP,Art History,,,,https://gtr.ukri.org:443/projects?ref=119412/1,6BC54F0F-4329-4AA2-93D8-DF326F38D527,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,EAAD4D43-BD15-432B-9385-2DBD0C65958D,F507D9AA-FBE4-47B6-A988-573C528A2BE8
AHRC,AH/R013861/1,University of Reading,Archaeology,Research Grant,Pluskowski,Aleksander,,,,,,,Landscapes of (Re)Conquest: Dynamics of Multicultural Frontiers in Medieval SW Europe,01/10/2018,30/09/2022,832520,,,Active,Archaeology of Literate Soc.,European Studies,Landscape & Environ. Archaeol.,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=AH/R013861/1,0E199F4F-939E-424C-BE88-2444D372678C,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,E89C3602-0FB4-4044-A918-58966B8A10B2,590596E4-EB41-4C4E-AAFD-0B9D0FDE6E7A
AHRC,AH/K004026/1,University of Oxford,Oriental Institute,Research Grant,Treadwell,W,Luke,,,,,,"Dirhams for Slaves. Dirham hoards from Northern Europe, trade in Slavic slaves, and the emergence of Medieval Europe.",01/10/2013,31/03/2017,484276,,,Closed,Archaeology of Literate Soc.,Asian & Middle Eastern Studies,Economic & Social History,Political History,Prehistoric Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/K004026/1,2EE4BBC7-3679-466C-BA7A-93B1A36846CF,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,D7BA646F-81C5-401D-909A-1CAA32B65637
AHRC,AH/R009953/1,University of Nottingham,Sch of Humanities,Research Grant,Bowden,William,Alexander,,,,,,Developing immersive experience at Caistor Roman Town,01/04/2018,31/12/2018,60148,,,Closed,Archaeology of Literate Soc.,Digital Arts HTP,Urban Design,,,,https://gtr.ukri.org:443/projects?ref=AH/R009953/1,D540867D-7962-4877-9813-293AF384EA0E,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,936D002F-A8D1-4A93-AE5D-825ED0903D8D,62A52C9B-B700-432A-B7BC-037A622286D2
AHRC,AH/L011727/1,University of Birmingham,History and Cultures,Research Grant,Standen,Naomi,,,,,,,"Understanding cities in the premodern history of Northeast Asia, c. 200-1200",29/09/2014,30/09/2021,508511,,,Active,Archaeology of Literate Soc.,Economic & Social History,Landscape & Environ. Archaeol.,,,,https://gtr.ukri.org:443/projects?ref=AH/L011727/1,7F093A29-565F-4BE9-A30A-0A812E89D42A,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,E46C5703-3F74-4D36-8572-1301C942EB8B
AHRC,AH/H032002/1,Imperial College London,Department of Chemical Engineering,Fellowship,Tanimoto,Satoko,,,,,,,Advancing heritage science with spectroscopic imaging,01/10/2010,20/09/2013,269978,,,Closed,Conservation Of Art & Textiles,Conservation Science,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=AH/H032002/1,EE936996-A7C3-446E-8215-1EFDB7C50F95,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,46387D84-F71E-4B7D-8C7D-9C288F113510,B316AC2D-4215-41A6-AD27-F2CBC967E14F
AHRC,AH/T004177/1,University of Leicester,Sch of Archaeology and Ancient History,Research Grant,Young,Ruth,,,,,,,Sri Lanka Research Network. Archaeology and Heritage in the North West.,01/12/2019,31/05/2020,33827,,,Active,Archaeology of Literate Soc.,GCRF,Heritage Management,Landscape & Environ. Archaeol.,,,https://gtr.ukri.org:443/projects?ref=AH/T004177/1,9ECDB771-22EC-43B8-980F-BDE459AC0E11,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,C842A34F-18F7-454D-A259-FED802368496,5D275D71-9142-4072-8BB8-0EBDD951FC58
AHRC,AH/N002865/1,University of Reading,Archaeology,Research Grant,Gilchrist,Roberta,,,,,,,"Glastonbury Abbey: Archaeology, Legend and Public Engagement",02/10/2015,01/10/2016,79409,,,Closed,Archaeology of Literate Soc.,Economic & Social History,Heritage Management,,,,https://gtr.ukri.org:443/projects?ref=AH/N002865/1,D00D0A1C-0A21-448F-B700-ADB9D621DEB0,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,E89C3602-0FB4-4044-A918-58966B8A10B2,2C5F5D97-5CBB-494B-BDF9-5BBD698A07BA
AHRC,112841/1,University of Manchester,Arts Languages and Cultures,Research Grant,Casella,Eleanor,,,,,,,The Archaeology of Incarceration: Material Worlds of the Modern Prison,01/02/2006,08/06/2006,14013,,,Closed,Archaeological Theory,Archaeology of Literate Soc.,Gender & Sexuality Studies,,,,https://gtr.ukri.org:443/projects?ref=112841/1,334F04CC-DF0A-4D7E-898B-B298189F19C4,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,68D0E3C9-9246-4CFC-B5E9-48584CF82993,2062D992-663C-46D6-9790-6A3B3EB4B543
AHRC,AH/M008266/1,University of Bradford,Sch of Life Sciences,Research Grant,Croucher,Karina,Theresa,,,,,,Continuing Bonds: Exploring the meaning and legacy of death through past and contemporary practice.,01/05/2016,31/08/2018,195832,,,Closed,Archaeological Theory,Archaeology of Literate Soc.,Cultural History,Environment & Health,Prehistoric Archaeology,,https://gtr.ukri.org:443/projects?ref=AH/M008266/1,B4955EB3-6C63-46D5-81E3-4CCC7AC61BF9,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,0838B2E1-D5E2-4ACD-AA27-D2B1BFDC124F,D8512246-FE4D-44E4-AAD8-7B849B6D9C94
AHRC,AH/S000380/1,University of Exeter,Archaeology,Research Grant,Creighton,Oliver Hamilton,,,,,,,Warhorse: The Archaeology of a Military Revolution?,01/02/2019,31/07/2022,596815,,,Active,Archaeology of Literate Soc.,Economic & Social History,Landscape & Environ. Archaeol.,Science-Based Archaeology,,,https://gtr.ukri.org:443/projects?ref=AH/S000380/1,DC2D9AB8-92D8-48D5-A9CE-FC2758A9BA67,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,961756BF-E31F-4A13-836F-0A09BA02385C,F8619B52-D6D8-402E-99B7-B1F82B0182DC
AHRC,AH/G015430/1,University of York,Archaeology,Research Grant,Lane,Paul,,http://orcid.org/0000-0002-9936-1310,,,,,"Researching Ivory: Integrating scientific analyses, historical data, artefact studies and conservation needs.",01/01/2009,31/12/2009,24389,,,Closed,Conservation Of Art & Textiles,History of Sci./Med./Technol.,Science-Based Archaeology,,,,https://gtr.ukri.org:443/projects?ref=AH/G015430/1,A6FDACAD-3B3B-47AB-B150-35C2E7DB0D1A,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,8319F78A-DCBD-49F6-BE00-78E1CD75CDA9,D86845E9-BE76-4F8E-A20F-5CE730AA33A1
AHRC,AH/P00105X/1,University of Chester,History and Archaeology,Research Grant,Pickles,Thomas,,,,,,,Early Christian Churches and Landscapes (ECCLES),01/01/2017,31/12/2018,28974,,,Closed,Archaeology of Literate Soc.,Cartography and GIS,History of Church & Theology,Landscape & Environ. Archaeol.,Religious History,,https://gtr.ukri.org:443/projects?ref=AH/P00105X/1,5F35372B-725E-4BF0-A2BC-A3BE383AD6EB,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,A7AF2001-3B9F-4618-AEDF-C2DDEE927102,78F9C5B5-240D-405D-A2C7-BA7BBF31350B
AHRC,AH/D50368X/1,University of East Anglia,World Art Studies and Museology,Research Grant,Hodges,Richard,,,,,,,San Vincenzo 5 - Excavations of San Vincenzo Maggiore and the associated temporay and collective workshops,01/10/2006,31/12/2007,183115,,,Closed,Archaeology of Literate Soc.,Fine Art HTP,History of Sci./Med./Technol.,,,,https://gtr.ukri.org:443/projects?ref=AH/D50368X/1,3379927D-0E6C-4230-8BCF-22023798FA22,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7,0BBBF97F-9D04-4837-B953-4DB36DE41A9E
AHRC,AH/E509258/1,University of Cambridge,History and Philosophy Of Science,Research Grant,Robson,Eleanor,,http://orcid.org/0000-0002-9060-3985,,,,,"The geography of knowledge in Assyria and Babylonia, 700-200 BCE: a diachronic comparison of four scholarly libraries",01/09/2007,31/08/2012,786880,,,Closed,Archaeology of Literate Soc.,History of Sci./Med./Technol.,"Philosophy, Thought & Religion",,,,https://gtr.ukri.org:443/projects?ref=AH/E509258/1,6C70978E-0C65-400D-B486-4A7185CED011,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D1774113-D5D2-4B7C-A412-66A90FE4B96F,BD2014A2-FD1B-4C55-876D-9248F209789F
NERC,NE/K003402/1,University College London,Institute of Archaeology,Research Grant,Fuller,Dorian,Q,,,,,,The impact of evolving of rice systems from China to Southeast Asia,01/05/2013,30/04/2016,735752,,,Closed,Agricultural systems,Human Geography,Landscape & Environ. Archaeol.,Palaeoenvironments,Science-Based Archaeology,,https://gtr.ukri.org:443/projects?ref=NE/K003402/1,8914079F-E32D-472E-B5D6-FC33A848A554,8A03ED41-E67D-4F4A-B5DD-AAFB272B6471,3A5E126D-C175-4730-9B7B-E6D8CF447F83,5C72196A-5609-4EE4-9355-A7E624D4C442
AHRC,AH/K003089/1,University of Cambridge,History and Philosophy Of Science,Research Grant,Secord,James,,,,,,,Materialities of Assyrian Knowledge Production: Object Biographies of Inscribed Artefacts from Nimrud for Museums and Mobiles,01/01/2013,31/03/2014,88476,,,Closed,Archaeology of Literate Soc.,Heritage Management,History of Sci./Med./Technol.,Information & Knowledge Mgmt,Middle East & African Studies,,https://gtr.ukri.org:443/projects?ref=AH/K003089/1,4B4967ED-A590-4E47-8C42-E03B65B146D6,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,D1774113-D5D2-4B7C-A412-66A90FE4B96F,216DDF2A-3DFE-410A-B6DF-A008BB0166CC
AHRC,AH/K005391/1,"University of Wales, Lampeter",Archaeology and Anthropology,Research Grant,Steel,Louise,,,,,,,"Hidden Pasts: Developing narratives for community archaeology and local history at Arediou, Cyprus",18/04/2013,17/10/2013,30468,,,Closed,Anthropological Methodology,Archaeology of Literate Soc.,Civil Engineering Materials,Imperial/Colonial History,Post-Colonial Studies,,https://gtr.ukri.org:443/projects?ref=AH/K005391/1,A64736DC-B172-4656-9F10-2A035028265E,1291772D-DFCE-493A-AEE7-24F7EEAFE0E9,C878FCF2-A4AB-4905-A2C4-57850B9DC660,11B8F75D-1A6F-4D29-932F-75C3197B9DEE
